Incident Datetime,Incident Category,Incident Description,Latitude,Longitude
2023-03-24 10:10:00,Robbery,"Robbery, W/ Force",37.76827365252839,-122.4199815132408
2023-03-24 10:20:00,Robbery,"Robbery, Street or Public Place, W/ Other Weapon",37.805494467998535,-122.4069566334036
2023-08-26 01:30:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.76218657286418,-122.44016828162763
2023-08-25 00:05:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.75220444116967,-122.4190175437401
2023-08-26 15:30:00,Robbery,"Robbery, Street or Public Place, W/ Other Weapon",37.76511715805121,-122.4185791393267
2023-08-28 15:25:00,Robbery,"Robbery, W/ Gun",37.73011880465789,-122.47593733565002
2023-08-28 12:30:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.78631021732119,-122.41644912401848
2023-08-26 15:30:00,Robbery,"Robbery, Street or Public Place, W/ Knife",37.76511715805121,-122.4185791393267
2023-08-27 22:18:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.76472286946127,-122.403527035509
2023-08-27 18:30:00,Robbery,"Shoplifting, Force against Agent",37.75370309270368,-122.42081213698864
2023-08-27 22:45:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.78351564008561,-122.41588253952084
2023-08-27 00:00:00,Robbery,"Robbery, W/ Knife",37.730693484518696,-122.43564078281968
2023-03-25 22:30:00,Robbery,"Robbery, W/ Force",37.78202426616839,-122.40115971954746
2023-03-25 07:30:00,Robbery,"Robbery, Chain Store, W/ Other Weapon",37.71930935913096,-122.43886348695386
2023-03-24 17:45:00,Robbery,"Robbery, W/ Gun",37.78569712800595,-122.48622379609373
2023-03-24 10:00:00,Robbery,"Robbery, Street or Public Place, W/ Other Weapon",37.80569594262971,-122.40535724201465
2023-03-26 17:00:00,Robbery,"Robbery, W/ Force",37.730658351461614,-122.40340046316182
2023-03-25 20:12:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.79004514038039,-122.41720480101912
2023-03-25 14:45:00,Robbery,"Shoplifting, Force against Agent",37.782488031626265,-122.4458205129012
2023-03-25 05:15:00,Vandalism,"Vehicle, Tampering",37.7297855541108,-122.39185242082758
2023-03-24 18:46:00,Robbery,"Robbery, Att., W/ Force",37.78223057378371,-122.4102920278806
2023-03-26 01:55:00,Robbery,"Robbery, W/ Force",37.805618478961165,-122.41360416993442
2023-03-24 22:30:00,Robbery,"Robbery, Street or Public Place, W/ Knife",37.78952931651484,-122.41372838950014
2023-03-26 14:58:00,Robbery,"Robbery, Att., Comm. Establ. With Other Weapon",37.79057825823802,-122.42068738428432
2023-03-26 00:30:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.71992742512608,-122.38945904536318
2023-03-26 05:00:00,Robbery,Carjacking with a Gun,37.76325388611961,-122.40630557193332
2023-03-26 04:46:00,Robbery,Carjacking with a Gun,37.763187800944834,-122.40730484858472
2023-03-24 16:10:00,Robbery,"Robbery, Att., Chain Store, W/ Force",37.76350345863749,-122.40244334536943
2023-03-26 13:27:00,Robbery,"Shoplifting, Force against Agent",37.76877049785351,-122.427462058806
2023-12-04 18:45:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.77543698128962,-122.4137181543595
2023-12-04 11:00:00,Robbery,"Robbery, W/ Force",37.763187800944834,-122.40730484858472
2023-12-05 14:00:00,Robbery,"Robbery, W/ Other Weapon",37.76959115943066,-122.41557701614047
2023-08-29 01:40:00,Robbery,"Robbery, W/ Gun",37.787966284910645,-122.41846502787442
2023-08-29 18:28:00,Robbery,"Robbery, Att., W/ Force",37.78400661242004,-122.40486479517745
2023-08-29 11:32:00,Robbery,"Robbery, W/ Gun",37.78701078672742,-122.39997496307356
2023-08-29 11:55:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.76088893209152,-122.4350007026991
2023-08-28 19:55:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.787453843203366,-122.41499542426826
2023-08-28 16:40:00,Robbery,"Robbery, Att., W/ Gun",37.80727586975037,-122.41561643757444
2023-03-27 00:49:00,Robbery,"Robbery, W/ Force",37.7805353858225,-122.40816079455212
2023-03-26 21:45:00,Vandalism,"Vehicle, Tampering",37.76499626872751,-122.42058060938771
2023-03-27 18:13:00,Robbery,"Robbery,  ATM, Force, Att.",37.77376934545676,-122.41161011784295
2023-03-15 00:00:00,Robbery,"Shoplifting, Force against Agent",37.78574398866823,-122.4058310124795
2023-03-27 11:35:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.77050095978848,-122.43181093489922
2023-03-27 19:10:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.74176048779341,-122.42236646065211
2023-03-27 02:06:00,Robbery,"Robbery, W/ Force",37.78300407764348,-122.4124117474483
2023-03-27 15:00:00,Robbery,"Robbery, Chain Store, W/ Other Weapon",37.76877049785351,-122.427462058806
2023-03-26 21:20:00,Robbery,"Robbery, W/ Knife",37.77956414797087,-122.43195180329982
2023-03-27 12:05:00,Robbery,"Robbery, W/ Knife",37.74312266332609,-122.42148545138262
2023-08-27 01:40:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.770629853050906,-122.41247993630192
2023-08-29 13:15:00,Robbery,"Robbery, Comml. Establ., W/ Force",37.7751608100771,-122.40363551943442
2023-08-28 16:00:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.78414101130419,-122.41095161908784
2023-08-28 23:38:00,Robbery,"Robbery, W/ Force",37.76505133632968,-122.41966897380142
2023-12-05 17:00:00,Robbery,"Robbery, Street or Public Place, W/ Knife",37.73314372948054,-122.4043448136048
2023-12-04 15:51:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.75606057760832,-122.4776802142997
2023-03-28 11:20:00,Robbery,"Shoplifting, Force against Agent",37.78693970570657,-122.41151576847024
2023-03-28 14:40:00,Robbery,"Robbery, W/ Force",37.73968664480658,-122.46523744291984
2023-03-28 02:48:00,Vandalism,"Vehicle, Tampering",37.79067278294602,-122.41226618818564
2023-03-26 20:00:00,Vandalism,"Vehicle, Tampering",37.765306088052775,-122.48046902194272
2023-03-27 23:55:00,Robbery,"Robbery, W/ Force",37.77745741894575,-122.4131576926893
2023-03-28 03:39:00,Vandalism,"Vehicle, Tampering",37.77261802371279,-122.4831191227934
2023-03-26 19:45:00,Robbery,"Robbery, W/ Force",37.77507596005672,-122.51129492624534
2023-03-28 12:01:00,Robbery,"Robbery, W/ Other Weapon",37.72694991292525,-122.47603947349434
2023-03-28 00:10:00,Vandalism,"Vehicle, Tampering",37.75350307437521,-122.42413623606282
2023-03-28 04:05:00,Robbery,"Robbery, Street or Public Place, W/ Knife",37.76505133632968,-122.41966897380142
2023-08-29 15:19:00,Robbery,"Robbery, W/ Knife",37.78310139923345,-122.41918170505188
2023-08-29 19:04:00,Robbery,Carjacking with a Gun,37.727374299868174,-122.40459382855995
2023-08-29 20:00:00,Robbery,"Robbery, Att., W/ Knife",37.763429272147256,-122.41951273794947
2023-08-29 07:45:00,Robbery,"Robbery, W/ Force",37.77603932032225,-122.40252409795596
2023-08-27 13:15:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.7839325760642,-122.4125952775858
2023-08-29 11:32:00,Robbery,"Robbery, W/ Gun",37.78701078672742,-122.39997496307356
2023-08-29 23:55:00,Vandalism,"Vehicle, Tampering",37.79366377715476,-122.39639041612962
2023-08-30 13:10:00,Robbery,"Robbery, Chain Store, W/ Force",37.75300402962228,-122.40633623830558
2023-08-30 02:18:00,Robbery,"Robbery, Att., W/ Other Weapon",37.80414584445359,-122.42510952213698
2023-08-29 19:04:00,Robbery,Carjacking with a Gun,37.727374299868174,-122.40459382855995
2023-08-30 11:00:00,Robbery,"Robbery, W/ Force",37.73401387137356,-122.39096789139202
2023-08-20 11:20:00,Robbery,"Shoplifting, Force against Agent",37.784560141211806,-122.40733704162238
2023-12-01 23:10:00,Robbery,"Robbery, W/ Force",37.75230597782659,-122.41735781829728
2023-12-05 17:00:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.73314372948054,-122.4043448136048
2023-12-04 18:10:00,Robbery,"Robbery, Residence, W/ Gun",37.786627326475184,-122.46576034051692
2023-08-30 15:05:00,Robbery,"Shoplifting, Force against Agent",37.790968609726725,-122.40238040320416
2023-08-31 11:43:00,Robbery,"Robbery, W/ Force",37.77347441909959,-122.41803023409048
2023-08-30 15:00:00,Vandalism,"Vehicle, Tampering",37.76118404676933,-122.39833820353012
2023-08-31 00:00:00,Robbery,"Robbery, W/ Force",37.77668755500186,-122.42451370094967
2023-08-31 18:35:00,Robbery,"Robbery, Street or Public Place, W/ Other Weapon",37.7181267149201,-122.4141763243238
2023-05-12 13:00:00,Robbery,"Robbery, W/ Knife",37.76183585447031,-122.41935926843615
2023-08-30 22:48:00,Robbery,"Robbery, W/ Gun",37.70853811426191,-122.46172521402256
2023-08-31 00:30:00,Robbery,"Robbery, W/ Gun",37.72120583892469,-122.48302284569624
2023-08-31 11:45:00,Robbery,"Shoplifting, Force against Agent",37.77601659060897,-122.44477989251511
2023-08-31 07:25:00,Vandalism,"Vehicle, Tampering",37.751911293506055,-122.42398839864852
2023-08-31 17:34:00,Robbery,"Robbery, Att., W/ Gun",37.79153086852616,-122.41075554756274
2023-08-31 21:52:00,Robbery,"Robbery, Comml. Establ. W/ A Knife",37.7763329755656,-122.39403506751226
2023-08-31 12:30:00,Robbery,"Robbery, Att., W/ Force",37.74425940578451,-122.38737260846696
2023-08-31 01:11:00,Vandalism,"Vehicle, Tampering",37.78000586799482,-122.41193341005338
2023-08-30 22:13:00,Robbery,"Robbery, W/ Force",37.77871942789032,-122.4147412230519
2023-08-31 15:25:00,Robbery,"Shoplifting, Force against Agent",37.74239176061754,-122.40583815976386
2023-08-31 16:35:00,Robbery,"Shoplifting, Force against Agent",37.78167665394315,-122.49237515789692
2023-08-30 23:00:00,Robbery,"Robbery, W/ Gun",37.7144371521275,-122.43277713860482
2023-03-29 18:47:00,Robbery,"Robbery, Comml. Establ., W/ Force",37.79855245267023,-122.42398214567396
2023-03-29 09:32:00,Robbery,"Robbery, Att., Comm. Establ., W/ Force",37.74239176061754,-122.40583815976386
2023-03-29 10:00:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.78258503232177,-122.41569387441228
2023-01-07 17:38:00,Vandalism,"Vehicle, Tampering",37.76436585858536,-122.4588150689296
2022-12-27 14:38:00,Vandalism,"Vehicle, Tampering",37.77346692060748,-122.39143433652146
2023-03-29 15:21:00,Robbery,"Shoplifting, Force against Agent",37.730318019697776,-122.40470639531522
2023-03-29 02:44:00,Robbery,"Robbery, W/ Force",37.80044505976436,-122.40918981932036
2023-09-01 03:05:00,Robbery,"Robbery, W/ Gun",37.74312266332609,-122.42148545138262
2023-03-29 15:08:00,Robbery,"Robbery, Att., Bank, W/ Other Weapon",37.76088893209152,-122.4350007026991
2023-03-30 17:45:00,Robbery,"Shoplifting, Force against Agent",37.78640961281089,-122.40803623744476
2023-03-30 17:40:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.72257407490453,-122.40260481560604
2023-03-23 11:45:00,Vandalism,"Vehicle, Tampering",37.76310721622728,-122.38779479679472
2023-03-30 07:29:00,Robbery,"Robbery, W/ Other Weapon",37.77999173926721,-122.41348740024354
2023-03-29 14:30:00,Vandalism,"Vehicle, Tampering",37.71501138834774,-122.47299095912123
2023-03-30 07:29:00,Robbery,"Robbery, W/ Force",37.77999173926721,-122.41348740024354
2023-03-23 11:00:00,Robbery,"Robbery, Chain Store, W/ Other Weapon",37.74312266332609,-122.42148545138262
2023-03-30 17:55:00,Robbery,"Robbery, Att., W/ Force",37.72312996239932,-122.4359768897476
2023-07-10 01:30:00,Robbery,"Robbery, W/ Gun",37.7843492684367,-122.4093091807476
2023-09-01 08:30:00,Robbery,"Robbery, W/ Gun",37.71350427378473,-122.41529083617452
2023-08-31 11:10:00,Robbery,"Robbery, Service Station W/ Other Weapon",37.79879024459215,-122.4443186203221
2023-08-31 23:28:00,Robbery,"Robbery, W/ Force",37.77931467375296,-122.4066282007833
2023-08-31 21:50:00,Robbery,"Robbery, W/ Gun",37.71750748485157,-122.474382705752
2023-09-01 01:00:00,Robbery,"Robbery, W/ Gun",37.75396776877417,-122.41641349023185
2023-08-31 21:12:00,Robbery,"Robbery, W/ Force",37.80624124805435,-122.41878185632008
2023-09-01 00:00:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.74913833856345,-122.416518515947
2023-08-31 17:15:00,Robbery,"Robbery, W/ Gun",37.80549664761133,-122.4220068226566
2023-09-01 13:15:00,Robbery,"Robbery, Comml. Establ. W/ Weapon",37.78589292711297,-122.41214750780264
2023-08-31 21:47:00,Robbery,"Robbery, W/ Gun",37.781863337992526,-122.41386560526722
2023-09-01 13:35:00,Robbery,"Robbery, W/ Gun",37.77100919089478,-122.39119934924324
2023-09-01 11:46:00,Robbery,"Robbery, Chain Store, W/ Other Weapon",37.716038818883085,-122.4402551358152
2023-12-05 20:00:00,Vandalism,"Vehicle, Tampering",37.79280364243196,-122.41775911968622
2023-12-06 01:38:00,Robbery,"Robbery, W/ Other Weapon",37.74930406746458,-122.413770628689
2023-12-06 21:02:00,Vandalism,"Vehicle, Tampering",37.78702066647638,-122.43345991736985
2023-03-31 12:39:00,Robbery,"Robbery, Chain Store, W/ Knife",37.784560141211806,-122.40733704162238
2023-03-31 11:12:00,Robbery,"Shoplifting, Force against Agent",37.77769841953334,-122.39574395575234
2023-03-31 09:18:00,Robbery,"Robbery, Chain Store, W/ Knife",37.74237539724614,-122.42196876280964
2023-03-24 15:09:00,Robbery,Carjacking with Bodily Force,37.80811075299725,-122.40905049651286
2023-03-31 02:45:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.76049887140056,-122.41484189286116
2023-03-30 22:08:00,Vandalism,"Vehicle, Tampering",37.773024772306606,-122.41069158816568
2023-03-31 14:34:00,Robbery,"Robbery, W/ Force",37.70932060995141,-122.44266868816416
2023-03-31 15:40:00,Robbery,"Robbery, W/ Force",37.76966186817882,-122.44964515771072
2023-03-31 20:24:00,Robbery,"Robbery, W/ Force",37.77429439631743,-122.42075989402896
2023-03-30 18:07:00,Robbery,"Robbery, W/ Force",37.722465217346034,-122.43646816648592
2023-12-06 14:52:00,Robbery,"Robbery, Att., Comm. Establ. With Other Weapon",37.793379703937966,-122.4061294844994
2023-12-06 13:00:00,Robbery,"Robbery, W/ Force",37.79709205264024,-122.39833314914344
2023-11-29 09:50:00,Robbery,"Robbery,  ATM, Knife, Att.",37.734884484603946,-122.40155620834189
2023-04-01 05:16:00,Robbery,"Robbery, Att., Comm. Establ., W/ Force",37.78321431177312,-122.41076482950652
2023-03-31 08:00:00,Vandalism,"Vehicle, Tampering",37.754375197396186,-122.42306213798886
2023-04-01 10:56:00,Robbery,"Robbery, W/ Other Weapon",37.757650784191725,-122.39312262975965
2023-04-01 02:10:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.770629853050906,-122.41247993630192
2023-04-01 09:30:00,Vandalism,"Vehicle, Tampering",37.78414101130419,-122.41095161908784
2023-03-26 14:00:00,Robbery,"Robbery, Chain Store, W/ Gun",37.78549155926893,-122.4078525214146
2023-03-31 22:42:00,Robbery,"Robbery, W/ Gun",37.76042434546984,-122.39045425273756
2023-09-01 22:30:00,Robbery,"Robbery, W/ Force",37.78000586799482,-122.41193341005338
2023-09-02 15:00:00,Robbery,"Robbery, W/ Other Weapon",37.72470958451733,-122.41987524340524
2023-09-01 23:00:00,Robbery,"Robbery, W/ Gun",37.74538901941569,-122.42001912851096
2023-09-02 00:30:00,Robbery,"Robbery, W/ Gun",37.77580068534641,-122.4141732061619
2023-09-02 09:30:00,Robbery,"Robbery, W/ Force",37.76505133632968,-122.41966897380142
2023-07-10 16:13:00,Robbery,"Robbery, Chain Store, W/ Gun",37.78803330548382,-122.40668317269146
2023-08-09 23:09:00,Vandalism,"Vehicle, Tampering",37.71515567862731,-122.40860338532742
2023-09-02 15:00:00,Robbery,"Robbery, W/ Other Weapon",37.72498829635846,-122.44306587712263
2023-08-30 23:00:00,Robbery,"Robbery, W/ Gun",37.7144371521275,-122.43277713860482
2023-09-01 00:00:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.74913833856345,-122.416518515947
2023-08-26 01:05:00,Robbery,"Robbery, Att., Street or Public Place, W/ Knife",37.75858492478668,-122.41984131774169
2023-12-06 15:30:00,Robbery,"Robbery, Att., W/ Force",37.71567255375344,-122.43943847299064
2023-04-02 02:25:00,Robbery,"Robbery, Street or Public Place, W/ Other Weapon",37.74930406746458,-122.413770628689
2023-04-01 09:50:00,Robbery,"Robbery, W/ Force",37.777699658507856,-122.4046055071112
2023-04-01 20:30:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.76511715805121,-122.4185791393267
2023-04-02 15:05:00,Robbery,"Robbery, Att., Street or Public Place, W/ Force",37.78883777870189,-122.38942894299096
2023-04-01 02:45:00,Vandalism,"Vehicle, Tampering",37.71515567862731,-122.40860338532742
2023-04-02 19:44:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.786223776271626,-122.3896366412841
2023-09-03 04:00:00,Robbery,"Robbery, W/ Gun",37.79097319051128,-122.41739133606868
2023-09-03 06:29:00,Robbery,Carjacking with Bodily Force,37.74923786532649,-122.41486124955964
2023-09-02 19:38:00,Robbery,Carjacking with Bodily Force,37.76382320609948,-122.41358757032155
2023-09-02 23:26:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.721575000353845,-122.43714952548773
2023-09-03 08:03:00,Robbery,"Robbery, W/ Other Weapon",37.72224034731027,-122.44379303740972
2023-09-03 07:00:00,Robbery,"Robbery, W/ Force",37.72472910911532,-122.3879304959651
2023-09-03 03:02:00,Robbery,"Robbery, Street or Public Place, W/ Knife",37.76267070626061,-122.4351879633321
2023-09-02 23:09:00,Robbery,Carjacking with Bodily Force,37.75808875571136,-122.4280501867522
2023-12-07 14:00:00,Robbery,"Robbery, W/ Force",37.720175220095285,-122.39485205000103
2023-12-07 21:32:00,Robbery,"Robbery, W/ Gun",37.75919400928765,-122.40977012254064
2023-12-07 19:03:00,Robbery,"Robbery, W/ Gun",37.7893632771505,-122.40374684787704
2023-12-06 17:30:00,Vandalism,"Vehicle, Tampering",37.78566778316536,-122.43655729799448
2023-12-07 11:58:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.71567255375344,-122.43943847299064
2023-11-25 17:00:00,Robbery,"Robbery, W/ Force",37.77543698128962,-122.4137181543595
2023-04-03 01:00:00,Robbery,"Robbery,  ATM, Gun",37.784560141211806,-122.40733704162238
2023-04-03 11:00:00,Robbery,"Robbery, W/ Force",37.75703540085026,-122.41890102956305
2023-04-03 11:49:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.721575000353845,-122.43714952548773
2023-04-01 19:00:00,Vandalism,"Vehicle, Tampering",37.78660103826783,-122.43674655325286
2023-04-02 08:00:00,Robbery,"Robbery,  ATM, Gun",37.76505133632968,-122.41966897380142
2023-03-31 17:30:00,Robbery,"Robbery, Street or Public Place, W/ Other Weapon",37.78943368124484,-122.4069569881322
2023-04-04 06:20:00,Robbery,"Robbery, W/ Gun",37.70970883751673,-122.4185011923775
2023-04-03 12:04:00,Robbery,"Shoplifting, Force against Agent",37.77749384266056,-122.41629170279316
2023-04-03 06:20:00,Robbery,"Robbery, Att., W/ Force",37.78144749392477,-122.41714561338313
2023-04-03 17:20:00,Robbery,"Robbery, W/ Force",37.80178675366083,-122.40570199800686
2023-04-03 00:45:00,Robbery,"Robbery,  ATM, Knife, Att.",37.74104356244367,-122.4661228033608
2023-12-07 03:22:00,Robbery,"Robbery, Comml. Establ., W/ Force",37.78775665157557,-122.42011607573366
2023-12-06 10:54:00,Robbery,"Shoplifting, Force against Agent",37.7814979983372,-122.3998022036662
2023-12-07 21:26:00,Robbery,"Robbery, W/ Gun",37.75170472967116,-122.42743741452496
2023-09-02 22:00:00,Vandalism,"Vehicle, Tampering",37.7113873289337,-122.4590054691805
2023-04-05 13:35:00,Robbery,"Robbery, Chain Store, W/ Other Weapon",37.77871942789032,-122.4147412230519
2023-04-05 13:30:00,Robbery,"Robbery, Comml. Establ., W/ Force",37.79737064549544,-122.4220560186136
2023-04-05 17:28:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.75836454766479,-122.423488532466
2022-12-24 17:00:00,Robbery,"Robbery, Residence, W/ Gun",37.75704084829117,-122.39568379927464
2023-04-04 16:02:00,Robbery,"Robbery, W/ Knife",37.7751608100771,-122.40363551943442
2023-03-28 23:30:00,Robbery,Carjacking with a Knife,37.72641514900517,-122.38923775427506
2023-04-05 04:20:00,Robbery,"Robbery, Att., Street or Public Place, W/ Other Weapon",37.78414101130419,-122.41095161908784
2023-04-05 13:20:00,Robbery,"Shoplifting, Force against Agent",37.79762756115917,-122.4086188468051
2023-04-05 18:55:00,Robbery,"Robbery, W/ Knife",37.77325946852808,-122.51003695716592
2023-04-05 17:55:00,Robbery,"Robbery, Att., W/ Force",37.75220444116967,-122.4190175437401
2023-09-04 12:01:00,Robbery,"Robbery, Chain Store, W/ Other Weapon",37.77960973658006,-122.50297226630455
2023-09-04 13:30:00,Robbery,"Robbery, W/ Force",37.775787314614526,-122.39335512646646
2023-09-03 21:10:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.7875680237141,-122.40658988465438
2023-09-04 12:23:00,Robbery,"Robbery, W/ Force",37.77745741894575,-122.4131576926893
2023-09-04 16:09:00,Robbery,"Robbery, W/ Gun",37.76450936073813,-122.4525693550501
2023-09-03 22:20:00,Robbery,"Robbery, W/ Other Weapon",37.7843492684367,-122.4093091807476
2023-09-02 17:00:00,Robbery,"Robbery,  ATM, Force.",37.77159510239282,-122.42252634633256
2023-09-03 19:00:00,Vandalism,"Vehicle, Tampering",37.78359535656704,-122.43023750181504
2023-09-03 11:01:00,Vandalism,"Vehicle, Tampering",37.74110763100082,-122.38847589500467
2023-09-04 02:24:00,Vandalism,"Vehicle, Tampering",37.73721061040387,-122.41595499351084
2023-09-03 12:47:00,Vandalism,"Vehicle, Tampering",37.800607119774014,-122.40025046404315
2023-09-04 09:10:00,Robbery,"Robbery, Comml. Establ. W/ Weapon",37.7968040761965,-122.40761981035963
2023-09-02 10:39:00,Vandalism,"Vehicle, Tampering",37.732861380136704,-122.40056551269636
2023-04-05 21:45:00,Robbery,"Robbery, W/ Gun",37.756101805523016,-122.42104114274726
2023-04-05 20:25:00,Vandalism,"Vehicle, Tampering",37.76573925273299,-122.47072725986746
2023-04-05 17:20:00,Robbery,"Robbery, W/ Knife",37.78582921318811,-122.40148983641852
2023-03-29 11:45:00,Robbery,"Robbery, Att., Street or Public Place, W/ Force",37.77623051953945,-122.41471100473302
2023-04-05 18:00:00,Vandalism,"Vehicle, Tampering",37.77522567974258,-122.5080243933501
2023-03-24 17:45:00,Robbery,"Robbery, W/ Gun",37.78569712800595,-122.48622379609373
2023-04-06 16:40:00,Robbery,"Robbery, W/ Force",37.75220444116967,-122.4190175437401
2023-12-08 16:19:00,Robbery,"Robbery, W/ Gun",37.73522488201082,-122.3897708377466
2023-12-08 18:10:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.78842726061901,-122.40357988072869
2023-12-07 20:00:00,Vandalism,"Vehicle, Tampering",37.72742487138549,-122.38268699042688
2023-12-07 18:00:00,Robbery,"Robbery, W/ Gun",37.7208126933054,-122.4509272343034
2023-12-08 18:17:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.78842726061901,-122.40357988072869
2023-04-07 07:40:00,Robbery,"Robbery, Att., W/ Force",37.77871942789032,-122.4147412230519
2023-03-25 00:00:00,Robbery,"Robbery, W/ Gun",37.773024772306606,-122.41069158816568
2023-04-06 18:00:00,Robbery,"Robbery, W/ Force",37.780971182329765,-122.4087086749172
2023-04-03 19:00:00,Robbery,"Robbery, Att., W/ Knife",37.7751608100771,-122.40363551943442
2023-04-03 19:00:00,Robbery,"Robbery, W/ Knife",37.7751608100771,-122.40363551943442
